LI_ACS20A:RG01  +0.369714  +146.11    233.842536
LI_ACS20A:RG02  +0.369714  +146.82    233.951123
LI_ACS20A:RG03  +0.369714  +147.49    234.059710
LI_ACS20A:RG04  +0.369714  +148.11    234.168297
LI_ACS20A:RG05  +0.369714  +148.69    234.276884
LI_ACS20A:RG06  +0.369714  +149.23    234.385471
LI_ACS20A:RG07  +0.369714  +149.72    234.494058
LI_ACS20A:RG08  +0.369714  +150.17    234.602645
LI_ACS20A:RG09  +0.369714  +150.57    234.711232
LI_ACS20A:RG10  +0.369714  +150.92    234.819819
LI_ACS20A:RG11  +0.369714  +151.23    234.928406
LI_ACS20A:RG12  +0.369714  +151.50    235.036993
LI_ACS20A:RG13  +0.369714  +151.72    235.145580
LI_ACS20A:RG14  +0.369714  +151.90    235.254167
LI_ACS20A:RG15  +0.369714  +152.02    235.362754
LI_ACS20A:RG16  +0.369714  +152.11    235.471341
LI_ACS20A:RG17  +0.369714  +152.15    235.579928
LI_ACS20B:RG01  +0.369714  +152.19    236.665882
LI_ACS20B:RG02  +0.369714  +152.14    236.774469
LI_ACS20B:RG03  +0.369714  +152.04    236.883056
LI_ACS20B:RG04  +0.369714  +151.90    236.991643
LI_ACS20B:RG05  +0.369714  +151.71    237.100230
LI_ACS20B:RG06  +0.369714  +151.48    237.208817
LI_ACS20B:RG07  +0.369714  +151.21    237.317404
LI_ACS20B:RG08  +0.369714  +150.89    237.425991
LI_ACS20B:RG09  +0.369714  +150.52    237.534578
LI_ACS20B:RG10  +0.369714  +150.11    237.643165
LI_ACS20B:RG11  +0.369714  +149.66    237.751752
LI_ACS20B:RG12  +0.369714  +149.17    237.860339
LI_ACS20B:RG13  +0.369714  +148.63    237.968926
LI_ACS20B:RG14  +0.369714  +148.04    238.077513
LI_ACS20B:RG15  +0.369714  +147.42    238.186100
LI_ACS20B:RG16  +0.369714  +146.75    238.294687
LI_ACS20B:RG17  +0.369714  +146.05    238.403274
LI_ACS21A:RG01  +0.371577  +149.16    239.493718
LI_ACS21A:RG02  +0.371577  +149.48    239.602980
LI_ACS21A:RG03  +0.371577  +149.76    239.712242
LI_ACS21A:RG04  +0.371577  +149.99    239.821504
LI_ACS21A:RG05  +0.371577  +150.18    239.930766
LI_ACS21A:RG06  +0.371577  +150.33    240.040028
LI_ACS21A:RG07  +0.371577  +150.43    240.149290
LI_ACS21A:RG08  +0.371577  +150.50    240.258552
LI_ACS21A:RG09  +0.371577  +150.51    240.367814
LI_ACS21A:RG10  +0.371577  +150.49    240.477076
LI_ACS21A:RG11  +0.371577  +150.42    240.586338
LI_ACS21A:RG12  +0.371577  +150.30    240.695600
LI_ACS21A:RG13  +0.371577  +150.15    240.804862
LI_ACS21A:RG14  +0.371577  +149.95    240.914124
LI_ACS21A:RG15  +0.371577  +149.71    241.023386
LI_ACS21A:RG16  +0.371577  +149.42    241.132648
LI_ACS21A:RG17  +0.371577  +149.09    241.241910
LI_ACS21B:RG01  +0.372961  +149.15    242.336825
LI_ACS21B:RG02  +0.372961  +149.46    242.446530
LI_ACS21B:RG03  +0.372961  +149.74    242.556234
LI_ACS21B:RG04  +0.372961  +149.97    242.665939
LI_ACS21B:RG05  +0.372961  +150.15    242.775643
LI_ACS21B:RG06  +0.372961  +150.30    242.885348
LI_ACS21B:RG07  +0.372961  +150.40    242.995053
LI_ACS21B:RG08  +0.372961  +150.46    243.104757
LI_ACS21B:RG09  +0.372961  +150.48    243.214462
LI_ACS21B:RG10  +0.372961  +150.45    243.324166
LI_ACS21B:RG11  +0.372961  +150.38    243.433871
LI_ACS21B:RG12  +0.372961  +150.27    243.543575
LI_ACS21B:RG13  +0.372961  +150.12    243.653280
LI_ACS21B:RG14  +0.372961  +149.92    243.762985
LI_ACS21B:RG15  +0.372961  +149.68    243.872689
LI_ACS21B:RG16  +0.372961  +149.40    243.982394
LI_ACS21B:RG17  +0.372961  +149.08    244.092098
